54320	boring , uninspiring , uptight and snappy 	boring\B ,\O uninspiring\O ,\O uptight\O and\O snappy\O 	boring\B ,\O uninspiring\O ,\O uptight\O and\O snappy\O 
43195	Mr. Rooney is a excellent professor , his lectures are long , but crystal clear with the use of humor and enthusiasm which makes the class interesting . His class is composed of written work only , and he is a tough grader . You REALLY need to take notes , study the book , and avoid skipping class in order to pass the class . 	Mr.\O Rooney\O is\O a\O excellent\O professor\O ,\O his\O lectures\O are\O long\O ,\O but\O crystal\O clear\O with\O the\O use\O of\O humor\O and\O enthusiasm\O which\O makes\O the\O class\O interesting\O .\O His\O class\O is\O composed\B of\I written\O work\O only\O ,\O and\O he\O is\O a\O tough\O grader\O .\O You\O REALLY\O need\O to\O take\O notes\O ,\O study\O the\O book\O ,\O and\O avoid\O skipping\O class\O in\O order\O to\O pass\O the\O class\O .\O 	Mr.\O Rooney\O is\O a\O excellent\O professor\O ,\O his\O lectures\O are\O long\O ,\O but\O crystal\O clear\O with\O the\O use\O of\O humor\O and\O enthusiasm\O which\O makes\O the\O class\O interesting\O .\O His\O class\O is\O composed\O of\O written\B work\I only\I ,\O and\O he\O is\O a\O tough\O grader\O .\O You\O REALLY\O need\O to\O take\O notes\O ,\O study\O the\O book\O ,\O and\O avoid\O skipping\O class\O in\O order\O to\O pass\O the\O class\O .\O 
40927	AMAZING . Very clear , easy work . 10/10 would recommend . Very nice , give A LOT of extra credit , take advantage ! I would definitely choose her as my professor again . Tests are super easy and you have so much extra credit you\ 'll always pass . 	AMAZING\O .\O Very\O clear\O ,\O easy\O work\O .\O 10/10\O would\O recommend\O .\O Very\O nice\O ,\O give\O A\O LOT\O of\O extra\O credit\O ,\O take\O advantage\O !\O I\O would\O definitely\O choose\O her\O as\O my\O professor\O again\O .\O Tests\B are\O super\O easy\O and\O you\O have\O so\O much\O extra\O credit\O you\\O 'll\O always\O pass\O .\O 	AMAZING\O .\O Very\O clear\O ,\O easy\O work\O .\O 10/10\O would\O recommend\O .\O Very\O nice\O ,\O give\O A\O LOT\O of\O extra\O credit\O ,\O take\O advantage\O !\O I\O would\O definitely\O choose\O her\O as\O my\O professor\O again\O .\O Tests\O are\O super\B easy\I and\O you\O have\O so\O much\O extra\O credit\O you\\O 'll\O always\O pass\O .\O 
57091	Very easy class , but she can be a bit rude . Class consists of busy work and a few projects which you will have plenty of time to do . 	Very\O easy\O class\O ,\O but\O she\O can\O be\O a\O bit\O rude\B .\O Class\O consists\O of\O busy\O work\O and\O a\O few\O projects\O which\O you\O will\O have\O plenty\O of\O time\O to\O do\O .\O 	Very\O easy\O class\O ,\O but\O she\O can\O be\O a\O bit\B rude\I .\O Class\O consists\O of\O busy\O work\O and\O a\O few\O projects\O which\O you\O will\O have\O plenty\O of\O time\O to\O do\O .\O 
47632	Great lecturer , clearly enthusiastic about film and her passion rubs off on students . Very clear , very helpful , all in all awesome prof ! 	Great\O lecturer\O ,\O clearly\O enthusiastic\O about\O film\O and\O her\O passion\B rubs\O off\O on\O students\O .\O Very\O clear\O ,\O very\O helpful\O ,\O all\O in\O all\O awesome\O prof\O !\O 	Great\O lecturer\O ,\O clearly\O enthusiastic\O about\O film\O and\O her\O passion\O rubs\B off\I on\O students\O .\O Very\O clear\O ,\O very\O helpful\O ,\O all\O in\O all\O awesome\O prof\O !\O 
50010	Good teacher 	Good\O teacher\B 	Good\B teacher\O 
56900	A very wise man . 	A\O very\O wise\B man\O .\O 	A\O very\B wise\I man\O .\O 
7740	He\ 's a nice guy , but very boring lectures . I have zoned out so many times . Tests are pretty tough . He does give you a study guide though . Lecture every class . Quizzes on short books and tests over a few weeks of material . 	He\\O 's\O a\O nice\B guy\I ,\O but\O very\O boring\O lectures\O .\O I\O have\O zoned\O out\O so\O many\O times\O .\O Tests\O are\O pretty\O tough\O .\O He\O does\O give\O you\O a\O study\O guide\O though\O .\O Lecture\O every\O class\O .\O Quizzes\O on\O short\O books\O and\O tests\O over\O a\O few\O weeks\O of\O material\O .\O 	He\\O 's\O a\O nice\B guy\O ,\O but\O very\O boring\O lectures\O .\O I\O have\O zoned\O out\O so\O many\O times\O .\O Tests\O are\O pretty\O tough\O .\O He\O does\O give\O you\O a\O study\O guide\O though\O .\O Lecture\O every\O class\O .\O Quizzes\O on\O short\O books\O and\O tests\O over\O a\O few\O weeks\O of\O material\O .\O 
26640	It was really interesting 	It\B was\O really\O interesting\O 	It\O was\O really\B interesting\I 
20560	I loved Craig\ 's class . He\ 's such a nice teacher and you can really learn a lot if you pay attention . Plus the outdoor days where great ! 	I\O loved\O Craig\\B 's\I class\I .\O He\\O 's\O such\O a\O nice\O teacher\O and\O you\O can\O really\O learn\O a\O lot\O if\O you\O pay\O attention\O .\O Plus\O the\O outdoor\O days\O where\O great\O !\O 	I\O loved\B Craig\\O 's\O class\O .\O He\\O 's\O such\O a\O nice\O teacher\O and\O you\O can\O really\O learn\O a\O lot\O if\O you\O pay\O attention\O .\O Plus\O the\O outdoor\O days\O where\O great\O !\O 
8952	BEST PROF hands down , extremely helpful guy . Goes out of his way to help and definitely someone to use as a reference . 	BEST\O PROF\O hands\O down\O ,\O extremely\O helpful\O guy\O .\O Goes\O out\O of\O his\O way\O to\O help\B and\O definitely\O someone\O to\O use\O as\O a\O reference\O .\O 	BEST\O PROF\O hands\O down\O ,\O extremely\O helpful\O guy\O .\O Goes\B out\I of\I his\I way\I to\O help\O and\O definitely\O someone\O to\O use\O as\O a\O reference\O .\O 
2890	Sir , you are the best lecturer that I ever met in the university . Because you encourage us always . And also you dedicated to us . Thank you so much , sir . 	Sir\O ,\O you\O are\O the\O best\O lecturer\B that\O I\O ever\O met\O in\O the\O university\O .\O Because\O you\O encourage\O us\O always\O .\O And\O also\O you\O dedicated\O to\O us\O .\O Thank\O you\O so\O much\O ,\O sir\O .\O 	Sir\O ,\O you\O are\O the\O best\B lecturer\O that\O I\O ever\O met\O in\O the\O university\O .\O Because\O you\O encourage\O us\O always\O .\O And\O also\O you\O dedicated\O to\O us\O .\O Thank\O you\O so\O much\O ,\O sir\O .\O 
36780	As there are lot of design patterns sometimes it is hard to select which design pattern is actually suitable for given scenario . So if you can give more practical examples and questions on design pattern will be great help for us to understand them better . 	As\O there\O are\O lot\O of\O design\B patterns\I sometimes\O it\O is\O hard\O to\O select\O which\O design\O pattern\O is\O actually\O suitable\O for\O given\O scenario\O .\O So\O if\O you\O can\O give\O more\O practical\O examples\O and\O questions\O on\O design\O pattern\O will\O be\O great\O help\O for\O us\O to\O understand\O them\O better\O .\O 	As\O there\O are\O lot\O of\O design\O patterns\O sometimes\O it\O is\O hard\B to\I select\I which\O design\O pattern\O is\O actually\O suitable\O for\O given\O scenario\O .\O So\O if\O you\O can\O give\O more\O practical\O examples\O and\O questions\O on\O design\O pattern\O will\O be\O great\O help\O for\O us\O to\O understand\O them\O better\O .\O 
3710	When online lecture time , you put lectures as videos . That is very nice and I highly encourage that . 	When\O online\O lecture\O time\O ,\O you\O put\O lectures\O as\O videos\B .\O That\O is\O very\O nice\O and\O I\O highly\O encourage\O that\O .\O 	When\O online\O lecture\O time\O ,\O you\O put\O lectures\O as\O videos\O .\O That\O is\O very\O nice\B and\O I\O highly\O encourage\O that\O .\O 
13372	Her lectures were always well organized and informed . She was an awesome prof to have . You can tell she knows what she is talking about . 	Her\O lectures\O were\O always\O well\O organized\O and\O informed\O .\O She\B was\O an\O awesome\O prof\O to\O have\O .\O You\O can\O tell\O she\O knows\O what\O she\O is\O talking\O about\O .\O 	Her\O lectures\O were\O always\O well\O organized\O and\O informed\O .\O She\O was\O an\O awesome\B prof\I to\O have\O .\O You\O can\O tell\O she\O knows\O what\O she\O is\O talking\O about\O .\O 
310	Expecting more exercises and working examples similar to exam questions and practical things . 	Expecting\O more\O exercises\B and\O working\O examples\O similar\O to\O exam\O questions\O and\O practical\O things\O .\O 	Expecting\B more\I exercises\O and\O working\O examples\O similar\O to\O exam\O questions\O and\O practical\O things\O .\O 
38404	Favorite teacher on campus . Challenging but fair . His high opinion is motivating to do your best work . By far the best class I\ 've taken at Denison was `` Antislavery '' 290 . Really intelligent , approachable , helpful . Had us to his house for dinner . LOVE MITCH . 	Favorite\O teacher\O on\O campus\O .\O Challenging\O but\O fair\O .\O His\O high\O opinion\O is\O motivating\O to\O do\O your\O best\O work\O .\O By\O far\O the\O best\O class\B I\\O 've\O taken\O at\O Denison\O was\O ``\O Antislavery\O ''\O 290\O .\O Really\O intelligent\O ,\O approachable\O ,\O helpful\O .\O Had\O us\O to\O his\O house\O for\O dinner\O .\O LOVE\O MITCH\O .\O 	Favorite\O teacher\O on\O campus\O .\O Challenging\O but\O fair\O .\O His\O high\O opinion\O is\O motivating\O to\O do\O your\O best\O work\O .\O By\O far\O the\O best\B class\O I\\O 've\O taken\O at\O Denison\O was\O ``\O Antislavery\O ''\O 290\O .\O Really\O intelligent\O ,\O approachable\O ,\O helpful\O .\O Had\O us\O to\O his\O house\O for\O dinner\O .\O LOVE\O MITCH\O .\O 
33320	No negative aspects . 	No\O negative\B aspects\I .\O 	No\B negative\O aspects\O .\O 
59652	Entertaining . Helpful . Responds quickly to emails . Seems to like what he\ 's doing ( which is rare ! ) I looked forward to going to his class . 	Entertaining\O .\O Helpful\O .\O Responds\B quickly\I to\O emails\O .\O Seems\O to\O like\O what\O he\\O 's\O doing\O (\O which\O is\O rare\O !\O )\O I\O looked\O forward\O to\O going\O to\O his\O class\O .\O 	Entertaining\O .\O Helpful\O .\O Responds\O quickly\B to\O emails\O .\O Seems\O to\O like\O what\O he\\O 's\O doing\O (\O which\O is\O rare\O !\O )\O I\O looked\O forward\O to\O going\O to\O his\O class\O .\O 
13435	Incredibly mean and heartless , constantly swears in class ( `` G-dammit '' , `` this f-in thing here '' , and more ... ) . Just rude , crude and crass . 	Incredibly\O mean\O and\O heartless\O ,\O constantly\O swears\O in\O class\O (\O ``\O G-dammit\O ''\O ,\O ``\O this\O f-in\O thing\O here\O ''\O ,\O and\O more\O ...\O )\O .\O Just\O rude\O ,\O crude\O and\O crass\B .\O 	Incredibly\O mean\O and\O heartless\O ,\O constantly\O swears\O in\O class\O (\O ``\O G-dammit\O ''\O ,\O ``\O this\O f-in\O thing\O here\O ''\O ,\O and\O more\O ...\O )\O .\O Just\O rude\O ,\O crude\O and\O crass\B .\O 
48401	Very kind man and helpful . 	Very\O kind\O man\O and\O helpful\B .\O 	Very\O kind\O man\O and\O helpful\B .\O 
17282	Fun Teacher but i found that he isnt always clear in what he was teaching and doesnt always give a straight answer but the class was fun . 	Fun\O Teacher\O but\O i\O found\O that\O he\O isnt\O always\O clear\O in\O what\O he\O was\O teaching\O and\O doesnt\O always\O give\O a\O straight\B answer\I but\O the\O class\O was\O fun\O .\O 	Fun\O Teacher\O but\O i\O found\O that\O he\O isnt\O always\O clear\O in\O what\O he\O was\O teaching\O and\O doesnt\B always\I give\I a\O straight\O answer\O but\O the\O class\O was\O fun\O .\O 
42804	I took Neilan for Fundamentals of Chemistry and he is an incredibly helpful teacher , but a lot of his exams are extremely tricky . Be prepared to study enough a few days before the exam to fully comprehend the material . On the bright side he is extremely nice , laid back , and approachable for any questions you have . He does what he can to help . 	I\O took\O Neilan\O for\O Fundamentals\O of\O Chemistry\O and\O he\O is\O an\O incredibly\O helpful\O teacher\O ,\O but\O a\O lot\O of\O his\O exams\O are\O extremely\O tricky\O .\O Be\O prepared\O to\O study\O enough\O a\O few\O days\O before\O the\O exam\O to\O fully\O comprehend\O the\O material\O .\O On\O the\O bright\O side\O he\O is\O extremely\O nice\O ,\O laid\B back\I ,\O and\O approachable\O for\O any\O questions\O you\O have\O .\O He\O does\O what\O he\O can\O to\O help\O .\O 	I\O took\O Neilan\O for\O Fundamentals\O of\O Chemistry\O and\O he\O is\O an\O incredibly\O helpful\O teacher\O ,\O but\O a\O lot\O of\O his\O exams\O are\O extremely\O tricky\O .\O Be\O prepared\O to\O study\O enough\O a\O few\O days\O before\O the\O exam\O to\O fully\O comprehend\O the\O material\O .\O On\O the\O bright\O side\O he\O is\O extremely\O nice\O ,\O laid\B back\I ,\O and\O approachable\O for\O any\O questions\O you\O have\O .\O He\O does\O what\O he\O can\O to\O help\O .\O 
57910	Rude , condesending , and not helpful at all . I would not suggest this proffesor to anyone who actually needs a teacher to teach them . 	Rude\B ,\O condesending\O ,\O and\O not\O helpful\O at\O all\O .\O I\O would\O not\O suggest\O this\O proffesor\O to\O anyone\O who\O actually\O needs\O a\O teacher\O to\O teach\O them\O .\O 	Rude\B ,\O condesending\O ,\O and\O not\O helpful\O at\O all\O .\O I\O would\O not\O suggest\O this\O proffesor\O to\O anyone\O who\O actually\O needs\O a\O teacher\O to\O teach\O them\O .\O 
48443	Yes , she is veeeery conservative but the class is not that hard choose well your topics and you\ 'll be fine midterm and final are easy 	Yes\O ,\O she\O is\O veeeery\O conservative\O but\O the\O class\O is\O not\O that\O hard\O choose\O well\O your\O topics\O and\O you\\O 'll\O be\O fine\O midterm\O and\O final\B are\O easy\O 	Yes\O ,\O she\O is\O veeeery\O conservative\O but\O the\O class\O is\O not\O that\O hard\O choose\O well\O your\O topics\O and\O you\\O 'll\O be\O fine\O midterm\O and\O final\O are\O easy\B 
60441	great professor helps with everything take her great with feed back amazing all around 	great\O professor\O helps\B with\O everything\O take\O her\O great\O with\O feed\O back\O amazing\O all\O around\O 	great\O professor\O helps\B with\O everything\O take\O her\O great\O with\O feed\O back\O amazing\O all\O around\O 
41392	this class was extremely boring , easy , but boring , the teacher although enthusiastic and willing to help didn\'t use one of the books that was `` required '' for the course . This course didn\'t really require much teacher student communication and was too easy to require help , the real problem is having the motivation to show up to class . 	this\O class\O was\O extremely\O boring\O ,\O easy\O ,\O but\O boring\O ,\O the\O teacher\O although\O enthusiastic\B and\O willing\O to\O help\O didn\'t\O use\O one\O of\O the\O books\O that\O was\O ``\O required\O ''\O for\O the\O course\O .\O This\O course\O didn\'t\O really\O require\O much\O teacher\O student\O communication\O and\O was\O too\O easy\O to\O require\O help\O ,\O the\O real\O problem\O is\O having\O the\O motivation\O to\O show\O up\O to\O class\O .\O 	this\O class\O was\O extremely\O boring\O ,\O easy\O ,\O but\O boring\O ,\O the\O teacher\O although\O enthusiastic\B and\O willing\O to\O help\O didn\'t\O use\O one\O of\O the\O books\O that\O was\O ``\O required\O ''\O for\O the\O course\O .\O This\O course\O didn\'t\O really\O require\O much\O teacher\O student\O communication\O and\O was\O too\O easy\O to\O require\O help\O ,\O the\O real\O problem\O is\O having\O the\O motivation\O to\O show\O up\O to\O class\O .\O 
5150	One of the most hard-working and dedicated lecturers I 've met . The learning experience was very informative . Overall course experience was good . 	One\O of\O the\O most\O hard-working\B and\O dedicated\O lecturers\O I\O 've\O met\O .\O The\O learning\O experience\O was\O very\O informative\O .\O Overall\O course\O experience\O was\O good\O .\O 	One\O of\O the\O most\B hard-working\O and\O dedicated\O lecturers\O I\O 've\O met\O .\O The\O learning\O experience\O was\O very\O informative\O .\O Overall\O course\O experience\O was\O good\O .\O 
44672	this dude gave us like 2 tests the entire term and that was all of our assignments . He talked for about 3 hours nonstop without asking for any student participation . While he is a knowledgable teacher he doesn\'t know how to teach . 	this\O dude\O gave\O us\O like\O 2\O tests\O the\O entire\O term\O and\O that\O was\O all\O of\O our\O assignments\O .\O He\O talked\O for\O about\O 3\O hours\O nonstop\O without\O asking\O for\O any\O student\O participation\O .\O While\O he\O is\O a\O knowledgable\B teacher\O he\O doesn\'t\O know\O how\O to\O teach\O .\O 	this\O dude\O gave\O us\O like\O 2\O tests\O the\O entire\O term\O and\O that\O was\O all\O of\O our\O assignments\O .\O He\O talked\O for\O about\O 3\O hours\O nonstop\O without\O asking\O for\O any\O student\O participation\O .\O While\O he\O is\O a\O knowledgable\B teacher\O he\O doesn\'t\O know\O how\O to\O teach\O .\O 
